Sample Number (4000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),Temperatura ([°C]),Presión ([mBar]),Altura ([m]),Altura_máxima ([m]),Apogeo (On/Off),Main_parachute (On/Off),Acelerometro_X ([m/s2]),Acelerometro_Y ([m/s2]),Acelerometro_Z ([m/s2]),Media_cuadrática (N/A),Giroscopio_X ([°/s]),Giroscopio_Y ([°/s]),Giroscopio_Z ([°/s]),Magnetómetro_X ([uT]),Magnetómetro_Y ([uT]),Magnetómetro_Z ([uT])
725,1664296623756,26.84,902.49,2.79,3.35,0.0,0.0,5.22,-2.03,15.5,16.48,3.81,-3.31,1.25,3.81,-3.31,1.25
726,1664296624054,26.85,902.49,2.79,3.35,0.0,0.0,-3.61,-1.22,5.78,6.92,7.25,-1.5,-4.0,-7.19,3.56,3.75
727,1664296624321,26.84,902.48,2.88,3.35,0.0,0.0,-1.84,-1.11,2.78,3.51,7.12,-4.62,-7.25,7.12,-4.62,-7.25
728,1664296624587,26.85,902.5,2.69,3.35,0.0,0.0,5.01,1.09,8.99,10.35,-3.37,3.94,0.88,-3.37,3.94,0.88
729,1664296624874,26.85,902.49,2.79,3.35,0.0,0.0,-0.2,2.18,2.16,3.08,5.25,-6.0,-3.37,5.25,-6.0,-3.37
730,1664296625138,26.85,902.5,2.69,3.35,0.0,0.0,0.41,0.55,3.98,4.04,-3.0,-2.0,4.44,-3.0,-2.0,4.44
731,1664296625417,26.85,902.49,2.79,3.35,0.0,0.0,0.76,-0.13,5.3,5.36,-4.87,7.5,2.5,-4.87,7.5,2.5
732,1664296625684,26.85,902.47,2.98,3.35,0.0,0.0,4.18,2.82,7.08,8.69,-5.12,-2.56,3.62,-5.12,-2.56,3.62
733,1664296625953,26.86,902.5,2.69,3.35,0.0,0.0,-0.21,1.03,2.95,3.13,3.25,-1.31,-4.37,-0.37,-2.87,5.81
734,1664296626217,26.86,902.48,2.88,3.35,0.0,0.0,1.06,0.79,2.99,3.27,-6.37,8.88,7.87,3.69,-4.19,-7.25
735,1664296626500,26.86,902.46,3.07,3.35,0.0,0.0,-3.34,0.26,1.08,3.52,-5.37,3.87,1.5,-5.37,3.87,1.5
736,1664296626813,26.86,902.48,2.88,3.35,0.0,0.0,1.83,-1.52,13.42,13.63,-8.0,1.06,-3.19,-8.0,1.06,-3.19
737,1664296627084,26.86,902.53,2.41,3.35,0.0,0.0,-0.1,-1.89,5.07,5.41,-14.25,2.81,0.37,-14.25,2.81,0.37
738,1664296627353,26.87,902.49,2.79,3.35,0.0,0.0,-0.29,-0.77,10.73,10.76,-3.31,3.56,1.19,-3.31,3.56,1.19
739,1664296627617,26.87,902.51,2.6,3.35,0.0,0.0,1.94,1.76,6.06,6.6,-2.0,-0.69,7.0,-2.0,-0.69,7.0
740,1664296627901,26.88,902.5,2.69,3.35,0.0,0.0,4.59,-1.63,19.78,20.37,-1.56,7.69,4.62,-1.56,7.69,4.62
741,1664296628171,26.88,902.47,2.98,3.35,0.0,0.0,4.15,-1.26,16.39,16.95,2.0,-6.37,-1.25,2.0,-6.37,-1.25
742,1664296628435,26.88,902.4,3.63,3.63,0.0,0.0,0.93,3.75,7.34,8.29,-6.69,1.44,9.19,-6.69,1.44,9.19
743,1664296628700,26.88,902.47,2.98,3.63,0.0,0.0,4.2,2.06,7.38,8.74,-9.63,1.94,5.25,-9.63,1.94,5.25
744,1664296628971,26.88,902.4,3.63,3.63,0.0,0.0,3.86,1.67,11.21,11.97,5.44,-2.19,-1.87,5.44,-2.19,-1.87
745,1664296629265,26.88,902.36,4.0,4.0,0.0,0.0,-2.07,1.85,2.55,3.77,1.75,1.44,-3.12,1.75,1.44,-3.12
746,1664296629535,26.88,902.33,4.28,4.28,0.0,0.0,-1.57,0.78,7.55,7.75,-0.44,-1.12,5.44,-0.44,-1.12,5.44
747,1664296629800,26.89,902.26,4.94,4.94,0.0,0.0,5.7,0.63,12.02,13.32,1.75,0.69,1.31,1.75,0.69,1.31
748,1664296630067,26.89,902.28,4.75,4.94,0.0,0.0,-2.36,-0.91,8.94,9.29,4.0,3.56,-3.75,1.69,-2.37,3.5
749,1664296630336,26.89,902.2,5.5,5.5,0.0,0.0,1.46,-1.79,10.1,10.36,-0.37,7.56,-3.81,-0.37,7.56,-3.81
750,1664296630619,26.89,902.14,6.06,6.06,0.0,0.0,0.73,-1.5,8.04,8.21,4.37,-1.12,-2.87,4.37,-1.12,-2.87
751,1664296630903,26.89,902.08,6.62,6.62,0.0,0.0,-0.52,-0.68,6.03,6.09,7.31,-1.19,-0.5,7.31,-1.19,-0.5
752,1664296631170,26.9,902.02,7.18,7.18,0.0,0.0,3.05,-1.01,14.32,14.68,1.75,-2.75,-3.94,1.75,-2.75,-3.94
753,1664296631435,26.9,901.99,7.46,7.46,0.0,0.0,-0.61,-1.6,5.44,5.7,7.94,0.37,-2.75,7.94,0.37,-2.75
754,1664296631708,26.9,901.94,7.93,7.93,0.0,0.0,-0.01,-2.37,7.0,7.39,-8.19,-2.81,0.25,-8.19,-2.81,0.25
755,1664296631987,26.91,901.93,8.02,8.02,0.0,0.0,4.83,-0.99,5.7,7.54,-2.12,24.44,6.62,-2.12,24.44,6.62
756,1664296632253,26.91,901.86,8.68,8.68,0.0,0.0,1.46,1.15,9.15,9.34,5.81,-2.69,0.44,5.81,-2.69,0.44
757,1664296632522,26.91,901.8,9.24,9.24,0.0,0.0,-0.5,-2.57,8.46,8.86,-10.13,8.25,2.5,-10.13,8.25,2.5
758,1664296632789,26.91,901.75,9.71,9.71,0.0,0.0,0.17,3.11,3.13,4.42,-12.06,14.0,5.19,-12.06,14.0,5.19
759,1664296633056,26.91,901.72,9.99,9.99,0.0,0.0,0.47,3.23,3.86,5.06,-5.12,-4.62,7.12,-5.12,-4.62,7.12
760,1664296633353,26.91,901.67,10.46,10.46,0.0,0.0,-2.68,-0.24,2.21,3.48,-10.13,-38.75,13.13,-10.13,-38.75,13.13
761,1664296633627,26.92,901.65,10.64,10.64,0.0,0.0,2.42,1.26,16.44,16.66,-0.88,-12.94,3.94,-0.88,-12.94,3.94
762,1664296633921,26.92,901.59,11.2,11.2,0.0,0.0,-0.79,-1.57,12.21,12.34,11.44,-0.19,-8.0,-7.56,9.0,6.12
763,1664296634199,26.92,901.51,11.95,11.95,0.0,0.0,0.84,-3.23,10.26,10.79,-5.87,13.25,-4.94,-5.87,13.25,-4.94
764,1664296634487,26.92,901.49,12.14,12.14,0.0,0.0,5.3,-1.86,17.07,17.97,-7.94,-2.81,-7.69,-7.94,-2.81,-7.69
765,1664296634765,26.93,901.48,12.23,12.23,0.0,0.0,6.49,-0.65,15.96,17.24,4.69,-3.81,-8.38,4.69,-3.81,-8.38
766,1664296635037,26.92,901.41,12.89,12.89,0.0,0.0,5.87,1.41,10.62,12.22,-2.06,1.62,7.06,-2.06,1.62,7.06
767,1664296635317,26.93,901.37,13.26,13.26,0.0,0.0,1.74,2.12,4.89,5.61,-5.0,-1.0,6.0,-5.0,-1.0,6.0
768,1664296635585,26.93,901.33,13.64,13.64,0.0,0.0,-0.69,-0.6,6.44,6.5,8.75,0.19,-0.88,8.75,0.19,-0.88
769,1664296635872,26.93,901.26,14.29,14.29,0.0,0.0,5.52,0.99,11.3,12.62,12.19,-5.25,1.56,12.19,-5.25,1.56
770,1664296636150,26.93,901.23,14.57,14.57,0.0,0.0,7.2,-0.45,13.51,15.32,-5.5,0.44,6.19,6.62,-0.13,-6.31
771,1664296636421,26.94,901.2,14.85,14.85,0.0,0.0,2.53,-2.94,15.24,15.73,2.94,-2.81,2.62,2.94,-2.81,2.62
772,1664296636691,26.94,901.13,15.51,15.51,0.0,0.0,-1.07,1.57,1.77,2.6,15.63,1.44,-2.94,15.63,1.44,-2.94
773,1664296636967,26.94,901.07,16.07,16.07,0.0,0.0,6.83,0.08,15.87,17.28,11.12,-1.06,-3.37,11.12,-1.06,-3.37
774,1664296637250,26.94,901.02,16.54,16.54,0.0,0.0,4.88,-1.42,17.14,17.88,2.0,3.31,2.06,2.0,3.31,2.06
775,1664296637532,26.94,900.94,17.29,17.29,0.0,0.0,5.07,-0.45,13.05,14.01,-35.13,-5.75,-5.69,-35.13,-5.75,-5.69
776,1664296637803,26.95,900.94,17.29,17.29,0.0,0.0,0.97,1.17,9.35,9.47,-10.38,3.62,3.12,-10.38,3.62,3.12
777,1664296638084,26.95,900.89,17.75,17.75,0.0,0.0,6.04,-1.26,17.6,18.65,28.25,-4.62,-12.63,28.25,-4.62,-12.63
778,1664296638385,26.95,900.81,18.5,18.5,0.0,0.0,-1.69,-1.13,6.38,6.7,28.06,5.25,-6.87,28.06,5.25,-6.87
779,1664296638657,26.95,900.75,19.06,19.06,0.0,0.0,-0.05,2.21,6.66,7.02,-2.75,2.75,0.88,11.31,1.75,-3.37
780,1664296638925,26.95,900.72,19.35,19.35,0.0,0.0,2.07,1.62,11.45,11.75,-5.0,7.81,-1.81,1.69,-0.5,2.25
781,1664296639200,26.96,900.72,19.35,19.35,0.0,0.0,2.63,1.61,14.05,14.38,-10.94,-2.0,0.75,0.69,0.13,0.13
782,1664296639468,26.96,900.62,20.28,20.28,0.0,0.0,4.6,-1.14,7.49,8.86,-5.37,-2.31,0.25,0.37,1.37,1.5
783,1664296639767,26.96,900.6,20.47,20.47,0.0,0.0,-2.06,-1.97,5.82,6.48,-16.5,1.94,3.37,4.12,-6.06,-1.5
784,1664296640042,26.96,900.55,20.94,20.94,0.0,0.0,2.54,-0.21,12.8,13.05,1.62,-5.0,-3.19,1.62,-5.0,-3.19
785,1664296640316,26.96,900.43,22.06,22.06,0.0,0.0,1.83,-0.5,3.48,3.96,5.81,-6.44,-9.75,5.81,-6.44,-9.75
786,1664296640586,26.97,900.46,21.78,22.06,0.0,0.0,-2.49,-1.58,5.34,6.1,-9.94,5.12,5.5,-9.94,5.12,5.5
787,1664296640856,26.97,900.37,22.62,22.62,0.0,0.0,4.11,-1.08,12.29,13.0,-1.62,-5.69,1.56,-1.62,-5.69,1.56
788,1664296641149,26.97,900.35,22.81,22.81,0.0,0.0,6.34,-0.4,15.89,17.11,3.12,-5.69,-2.87,3.12,-5.69,-2.87
789,1664296641418,26.97,900.27,23.56,23.56,0.0,0.0,-4.21,0.21,2.08,4.7,-4.62,9.5,4.69,-4.62,9.5,4.69
790,1664296641690,26.97,900.25,23.75,23.75,0.0,0.0,-1.34,0.95,12.16,12.27,-3.19,1.19,6.62,-3.19,1.19,6.62
791,1664296641956,26.98,900.19,24.31,24.31,0.0,0.0,-2.76,1.42,2.09,3.74,-1.12,-0.31,3.94,-1.12,-0.31,3.94
792,1664296642235,26.98,900.16,24.59,24.59,0.0,0.0,-1.4,-1.26,8.54,8.75,-0.37,4.62,-2.5,-0.37,4.62,-2.5
793,1664296642525,26.98,900.12,24.96,24.96,0.0,0.0,3.46,-2.28,16.19,16.71,-5.94,-1.94,6.19,-5.94,-1.94,6.19
794,1664296642800,26.98,900.11,25.06,25.06,0.0,0.0,1.92,1.51,16.42,16.6,-4.31,-4.19,-0.19,-4.31,-4.19,-0.19
795,1664296643091,26.99,900.07,25.43,25.43,0.0,0.0,-0.7,-1.71,9.13,9.32,-0.62,-3.37,-7.12,-0.62,-3.37,-7.12
796,1664296643365,26.99,899.95,26.56,26.56,0.0,0.0,-1.73,1.16,2.1,2.96,-9.75,4.06,5.56,-9.75,4.06,5.56
797,1664296643650,26.99,899.95,26.56,26.56,0.0,0.0,4.18,-2.88,12.52,13.51,1.19,-4.06,-7.75,1.19,-4.06,-7.75
798,1664296643920,26.99,899.88,27.21,27.21,0.0,0.0,3.49,0.95,9.11,9.8,-1.0,-0.56,3.5,-1.0,-0.56,3.5
799,1664296644198,26.99,899.82,27.77,27.77,0.0,0.0,3.7,0.84,6.1,7.18,10.19,-5.69,-3.06,10.19,-5.69,-3.06
800,1664296644484,27.0,899.77,28.24,28.24,0.0,0.0,1.41,-0.23,14.04,14.11,23.56,2.25,-4.94,32.75,-3.37,-2.62
801,1664296644758,27.0,899.72,28.71,28.71,0.0,0.0,6.67,-1.17,10.31,12.34,27.81,1.19,-10.81,27.81,1.19,-10.81
802,1664296645051,27.0,899.7,28.9,28.9,0.0,0.0,4.08,-0.32,16.01,16.52,3.31,-4.19,-8.38,3.31,-4.19,-8.38
803,1664296645327,27.0,899.6,29.84,29.84,0.0,0.0,0.07,1.09,10.22,10.28,-12.25,4.0,0.44,-12.25,4.0,0.44
804,1664296645601,27.0,899.58,30.02,30.02,0.0,0.0,-1.79,-0.47,5.48,5.78,-15.19,3.0,7.25,-15.19,3.0,7.25
805,1664296645874,27.01,899.52,30.59,30.59,0.0,0.0,-1.14,-2.52,8.76,9.19,-20.62,3.19,8.38,-20.62,3.19,8.38
806,1664296646154,27.01,899.52,30.59,30.59,0.0,0.0,-3.68,-0.63,8.28,9.08,0.5,-6.19,-8.44,0.5,-6.19,-8.44
807,1664296646487,27.01,899.44,31.34,31.34,0.0,0.0,3.34,0.07,12.52,12.96,2.25,-6.94,-2.94,2.25,-6.94,-2.94
808,1664296646761,27.01,899.42,31.52,31.52,0.0,0.0,-0.03,1.76,3.15,3.61,11.44,-9.88,-8.25,-9.5,0.31,9.19
809,1664296647040,27.01,899.33,32.37,32.37,0.0,0.0,-3.66,-0.18,6.21,7.21,-27.06,7.44,11.06,-16.0,-8.38,-4.69
810,1664296647310,27.02,899.29,32.74,32.74,0.0,0.0,-3.24,0.48,8.65,9.25,-12.25,4.87,1.56,-12.25,4.87,1.56
811,1664296647610,27.02,899.27,32.93,32.93,0.0,0.0,-0.61,1.18,4.78,4.96,-7.37,2.62,9.31,-7.37,2.62,9.31
812,1664296647882,27.02,899.18,33.77,33.77,0.0,0.0,1.67,-1.55,4.17,4.75,-2.5,-1.56,-0.44,10.06,0.94,0.37
813,1664296648153,27.03,899.16,33.96,33.96,0.0,0.0,4.84,-0.44,14.9,15.67,2.25,-3.69,1.44,2.25,-3.69,1.44
814,1664296648421,27.03,899.1,34.52,34.52,0.0,0.0,-3.97,-0.92,5.24,6.64,-0.37,5.56,6.06,-0.37,5.56,6.06
815,1664296648691,27.03,899.07,34.8,34.8,0.0,0.0,-0.24,2.41,7.96,8.32,-0.44,5.37,-5.56,-0.44,5.37,-5.56
816,1664296648987,27.03,899.01,35.37,35.37,0.0,0.0,3.7,-1.99,14.22,14.83,5.37,1.69,5.06,5.37,1.69,5.06
817,1664296649259,27.03,898.94,36.02,36.02,0.0,0.0,-2.48,-0.08,10.36,10.65,-1.87,3.69,7.06,11.0,-6.31,-8.06
818,1664296649541,27.04,898.95,35.93,36.02,0.0,0.0,-0.45,-3.2,7.74,8.39,-2.81,2.25,-2.31,-2.81,2.25,-2.31
819,1664296649808,27.04,898.84,36.96,36.96,0.0,0.0,-4.46,0.12,7.81,8.99,9.0,-8.75,-9.94,9.0,-8.75,-9.94
820,1664296650079,27.04,898.85,36.87,36.96,0.0,0.0,4.54,1.67,8.58,9.85,8.5,-1.37,-6.0,8.5,-1.37,-6.0
821,1664296650363,27.04,898.78,37.52,37.52,0.0,0.0,1.33,2.6,8.87,9.34,-1.75,2.87,-2.5,-1.75,2.87,-2.5
822,1664296650634,27.05,898.73,37.99,37.99,0.0,0.0,4.3,-0.07,12.05,12.79,0.44,-0.06,1.12,0.44,-0.06,1.12
823,1664296650906,27.05,898.67,38.56,38.56,0.0,0.0,-1.26,-2.88,10.21,10.68,1.25,-4.37,1.31,1.25,-4.37,1.31
824,1664296651181,27.05,898.63,38.93,38.93,0.0,0.0,6.01,-0.47,16.6,17.66,1.56,-3.31,-4.94,5.56,6.87,3.81
825,1664296651454,27.05,898.59,39.3,39.3,0.0,0.0,-0.59,-2.82,8.0,8.5,11.81,-4.12,-1.12,-2.56,3.75,0.69
826,1664296651743,27.06,898.56,39.59,39.59,0.0,0.0,-2.2,-0.15,5.95,6.35,12.56,-0.62,6.0,12.56,-0.62,6.0
827,1664296652017,27.06,898.51,40.06,40.06,0.0,0.0,-3.89,-0.39,4.48,5.95,3.06,-1.87,8.06,3.06,-1.87,8.06
828,1664296652291,27.06,898.49,40.24,40.24,0.0,0.0,-0.93,0.92,4.78,4.96,5.25,1.06,3.62,5.25,1.06,3.62
829,1664296652571,27.06,898.41,40.99,40.99,0.0,0.0,5.85,0.91,14.69,15.84,-3.31,-1.44,10.0,-3.31,-1.44,10.0
830,1664296652854,27.06,898.39,41.18,41.18,0.0,0.0,5.81,0.47,8.41,10.23,0.88,1.19,-0.25,0.88,1.19,-0.25
831,1664296653132,27.07,898.35,41.56,41.56,0.0,0.0,2.05,3.56,9.82,10.64,-4.75,-1.19,-4.12,-4.75,-1.19,-4.12
832,1664296653418,27.07,898.29,42.12,42.12,0.0,0.0,3.47,-2.38,16.97,17.48,-2.56,-0.81,-6.81,-2.56,-0.81,-6.81
833,1664296653691,27.07,898.24,42.59,42.59,0.0,0.0,-2.66,-0.23,0.93,2.83,-0.5,-4.31,0.56,-0.5,-4.31,0.56
834,1664296653961,27.07,898.21,42.87,42.87,0.0,0.0,4.56,-0.47,6.39,7.86,-5.62,7.12,9.5,-5.62,7.12,9.5
835,1664296654249,27.08,898.14,43.53,43.53,0.0,0.0,-2.74,-1.89,9.26,9.84,-8.06,0.88,10.06,-8.06,0.88,10.06
836,1664296654522,27.08,898.15,43.43,43.53,0.0,0.0,-0.12,1.99,14.54,14.68,1.94,1.87,4.69,1.94,1.87,4.69
837,1664296654801,27.08,898.09,44.0,44.0,0.0,0.0,5.87,-1.2,17.0,18.02,7.06,-4.06,-9.13,7.06,-4.06,-9.13
838,1664296655066,27.08,898.05,44.37,44.37,0.0,0.0,1.46,-0.04,8.47,8.6,4.87,3.69,4.44,4.87,3.69,4.44
839,1664296655338,27.08,897.95,45.31,45.31,0.0,0.0,-1.19,2.01,3.41,4.13,-5.31,6.5,8.69,4.5,-8.19,-8.06
840,1664296655622,27.09,897.95,45.31,45.31,0.0,0.0,2.39,0.22,15.71,15.89,5.0,-4.06,-4.06,-2.31,-0.25,4.19
841,1664296655901,27.09,897.91,45.69,45.69,0.0,0.0,5.66,-1.44,16.03,17.06,3.69,-3.5,-2.56,-4.81,7.0,3.0
842,1664296656183,27.09,897.88,45.97,45.97,0.0,0.0,-1.45,-1.36,10.38,10.57,7.06,-2.44,-9.81,7.06,-2.44,-9.81
843,1664296656453,27.09,897.82,46.53,46.53,0.0,0.0,2.36,-1.74,10.6,11.0,0.56,3.0,5.81,0.56,3.0,5.81
844,1664296656744,27.09,897.81,46.62,46.62,0.0,0.0,-3.18,-0.26,5.97,6.77,-9.31,-0.06,9.5,-9.31,-0.06,9.5
845,1664296657027,27.09,897.73,47.38,47.38,0.0,0.0,-2.79,2.12,4.81,5.95,-4.62,-0.06,7.81,-4.62,-0.06,7.81
846,1664296657300,27.1,897.69,47.75,47.75,0.0,0.0,3.79,0.89,8.67,9.5,-3.69,-2.94,2.19,7.56,1.25,-2.81
847,1664296657568,27.1,897.68,47.84,47.84,0.0,0.0,1.82,1.88,11.01,11.32,3.06,-3.62,5.19,3.06,-3.62,5.19
848,1664296657834,27.1,897.64,48.22,48.22,0.0,0.0,-4.09,0.82,3.61,5.52,3.37,3.31,0.0,3.37,3.31,0.0
849,1664296658126,27.1,897.56,48.97,48.97,0.0,0.0,3.04,0.09,12.15,12.52,3.25,0.0,-4.19,3.25,0.0,-4.19
850,1664296658401,27.1,897.55,49.06,49.06,0.0,0.0,7.06,0.36,13.63,15.35,-0.94,-4.94,2.12,-0.94,-4.94,2.12
851,1664296658675,27.1,897.53,49.25,49.25,0.0,0.0,2.55,-0.66,6.1,6.64,-7.37,4.5,10.25,-7.37,4.5,10.25
852,1664296658944,27.11,897.45,50.0,50.0,0.0,0.0,-0.36,0.05,13.19,13.2,-2.62,2.06,6.5,-2.62,2.06,6.5
853,1664296659220,27.11,897.41,50.38,50.38,0.0,0.0,-0.53,-0.01,3.58,3.62,7.69,-3.25,-9.44,7.69,-3.25,-9.44
854,1664296659506,27.11,897.33,51.13,51.13,0.0,0.0,-2.93,0.81,1.69,3.48,-10.19,2.44,2.87,5.69,1.56,-2.37
855,1664296659778,27.11,897.31,51.32,51.32,0.0,0.0,2.69,-0.81,7.72,8.22,2.94,-0.25,3.19,2.94,-0.25,3.19
856,1664296660048,27.11,897.28,51.6,51.6,0.0,0.0,-3.09,0.42,2.09,3.75,6.44,-1.87,-5.44,6.44,-1.87,-5.44
857,1664296660318,27.11,897.18,52.54,52.54,0.0,0.0,3.12,-0.42,7.68,8.3,10.81,0.88,2.06,10.81,0.88,2.06
858,1664296660592,27.12,897.12,53.1,53.1,0.0,0.0,-2.79,-1.47,8.37,8.94,-0.37,-1.87,-4.5,-0.37,-1.87,-4.5
859,1664296660882,27.12,897.1,53.29,53.29,0.0,0.0,4.65,-1.41,12.16,13.09,-8.56,-5.19,-0.31,-8.56,-5.19,-0.31
860,1664296661155,27.12,897.01,54.14,54.14,0.0,0.0,3.04,0.15,5.76,6.51,-10.94,7.5,11.69,-10.94,7.5,11.69
861,1664296661442,27.13,896.97,54.51,54.51,0.0,0.0,-3.06,0.13,2.95,4.25,-3.81,2.31,3.62,-3.81,2.31,3.62
862,1664296661709,27.12,896.91,55.08,55.08,0.0,0.0,1.54,-1.2,5.16,5.52,9.69,-2.81,-1.69,9.69,-2.81,-1.69
863,1664296661985,27.13,896.86,55.55,55.55,0.0,0.0,7.63,-1.43,16.67,18.39,6.37,-4.87,-11.69,6.37,-4.87,-11.69
864,1664296662274,27.13,896.82,55.92,55.92,0.0,0.0,1.87,-3.07,8.72,9.43,8.44,-4.87,0.31,8.44,-4.87,0.31
865,1664296662548,27.13,896.73,56.77,56.77,0.0,0.0,-2.05,1.71,4.25,5.02,2.62,4.81,4.44,2.62,4.81,4.44
866,1664296662824,27.13,896.7,57.05,57.05,0.0,0.0,6.71,0.02,15.9,17.26,8.44,-5.37,-2.69,8.44,-5.37,-2.69
867,1664296663102,27.14,896.61,57.89,57.89,0.0,0.0,0.92,1.4,11.02,11.15,17.44,-1.12,-6.87,17.44,-1.12,-6.87
868,1664296663383,27.14,896.51,58.83,58.83,0.0,0.0,-2.92,-1.65,5.09,6.1,8.19,0.19,-3.56,8.19,0.19,-3.56
869,1664296663656,27.14,896.47,59.21,59.21,0.0,0.0,-0.58,1.05,12.19,12.25,-6.25,-0.44,-3.56,-3.12,4.0,4.69
870,1664296663935,27.14,896.42,59.68,59.68,0.0,0.0,-0.18,-2.25,11.22,11.44,-1.06,2.19,-2.5,-1.06,2.19,-2.5
871,1664296664205,27.15,896.36,60.24,60.24,0.0,0.0,-0.79,-2.12,9.76,10.02,-0.44,-4.12,-4.75,-0.44,-4.12,-4.75
872,1664296664485,27.15,896.26,61.18,61.18,0.0,0.0,6.97,0.05,13.89,15.54,-1.69,-4.12,-2.62,-1.69,-4.12,-2.62
873,1664296664785,27.15,896.26,61.18,61.18,0.0,0.0,5.44,1.8,14.37,15.47,-10.19,6.81,4.87,-10.19,6.81,4.87
874,1664296665059,27.15,896.13,62.41,62.41,0.0,0.0,2.7,-2.43,8.64,9.37,0.69,-2.19,-1.75,0.69,-2.19,-1.75
875,1664296665323,27.16,896.09,62.78,62.78,0.0,0.0,1.83,1.1,5.93,6.3,-5.81,-1.5,3.25,-5.81,-1.5,3.25
876,1664296665599,27.16,896.01,63.53,63.53,0.0,0.0,0.11,-0.47,6.96,6.98,-5.31,1.31,0.62,-5.31,1.31,0.62
877,1664296665887,27.16,895.95,64.1,64.1,0.0,0.0,3.2,-1.05,16.16,16.51,4.06,-3.81,-2.69,4.06,-3.81,-2.69
878,1664296666207,27.16,895.88,64.76,64.76,0.0,0.0,3.7,1.51,10.98,11.68,-5.94,4.06,9.56,6.81,-4.31,-9.44
879,1664296666476,27.16,895.8,65.51,65.51,0.0,0.0,-3.17,0.48,1.34,3.47,3.75,-6.94,-9.06,3.75,-6.94,-9.06
880,1664296666741,27.17,895.74,66.07,66.07,0.0,0.0,0.92,1.93,6.75,7.08,0.88,-1.12,0.75,0.88,-1.12,0.75
881,1664296667033,27.17,895.61,67.29,67.29,0.0,0.0,-3.49,0.9,1.34,3.85,-6.56,-4.0,-0.94,-6.56,-4.0,-0.94
882,1664296667316,27.17,895.57,67.67,67.67,0.0,0.0,-1.61,2.14,8.24,8.66,0.5,-1.87,4.44,0.5,-1.87,4.44
883,1664296667589,27.17,895.47,68.61,68.61,0.0,0.0,-3.71,-0.21,1.44,3.99,-12.44,4.87,7.75,-12.44,4.87,7.75
884,1664296667859,27.18,895.46,68.71,68.71,0.0,0.0,2.61,-2.33,12.81,13.28,-0.94,0.81,5.12,-0.94,0.81,5.12
885,1664296668123,27.18,895.39,69.36,69.36,0.0,0.0,3.21,1.94,7.57,8.45,8.94,2.5,-6.81,8.94,2.5,-6.81
886,1664296668399,27.18,895.27,70.49,70.49,0.0,0.0,-4.15,0.81,3.3,5.36,-5.12,5.87,8.88,6.44,-4.06,-8.25
887,1664296668690,27.18,895.22,70.96,70.96,0.0,0.0,3.77,1.97,10.78,11.59,-5.5,6.37,8.44,12.25,-2.81,-10.75
888,1664296668956,27.19,895.13,71.81,71.81,0.0,0.0,0.12,0.98,3.51,3.65,-0.5,1.06,3.75,-1.94,-3.75,-3.62
889,1664296669227,27.19,895.09,72.19,72.19,0.0,0.0,-0.63,0.24,4.88,4.93,-3.56,2.81,0.62,1.0,-1.87,-0.81
890,1664296669503,27.19,895.02,72.85,72.85,0.0,0.0,3.49,1.93,10.34,11.08,3.25,-3.25,-0.37,-3.5,4.81,2.19
891,1664296669771,27.2,894.95,73.5,73.5,0.0,0.0,-3.82,0.83,3.53,5.27,1.06,1.87,-6.19,1.06,1.87,-6.19
892,1664296670055,27.19,894.87,74.26,74.26,0.0,0.0,-3.7,0.37,0.43,3.74,-11.56,7.25,5.37,3.37,-6.56,-5.5
893,1664296670332,27.2,894.8,74.92,74.92,0.0,0.0,-4.32,0.9,4.32,6.18,9.25,-1.0,-10.44,9.25,-1.0,-10.44
894,1664296670618,27.2,894.74,75.48,75.48,0.0,0.0,5.42,1.71,11.81,13.11,1.44,-7.81,-1.0,0.19,3.62,0.19
895,1664296670888,27.2,894.66,76.23,76.23,0.0,0.0,-1.04,1.46,5.07,5.38,-6.31,3.5,10.0,-6.31,3.5,10.0
896,1664296671160,27.2,894.62,76.61,76.61,0.0,0.0,1.04,-0.33,5.81,5.91,0.31,1.0,-1.0,0.31,1.0,-1.0
897,1664296671452,27.21,894.53,77.46,77.46,0.0,0.0,3.31,1.13,7.18,7.99,-10.19,3.69,7.37,-10.19,3.69,7.37
898,1664296671723,27.21,894.45,78.21,78.21,0.0,0.0,-0.4,2.2,4.77,5.27,-2.37,4.94,2.0,5.87,-3.06,-3.75
899,1664296672001,27.21,894.38,78.87,78.87,0.0,0.0,0.41,-2.75,13.53,13.81,-10.25,4.44,9.56,8.25,-2.62,-8.81
900,1664296672269,27.21,894.31,79.53,79.53,0.0,0.0,-0.69,0.31,10.83,10.86,0.13,0.88,6.37,0.13,0.88,6.37
901,1664296672552,27.22,894.24,80.19,80.19,0.0,0.0,-3.94,-0.34,2.37,4.61,-4.25,3.19,1.75,-4.25,3.19,1.75
902,1664296672821,27.22,894.18,80.75,80.75,0.0,0.0,2.06,0.21,16.37,16.5,3.69,2.12,-0.5,3.69,2.12,-0.5
903,1664296673095,27.22,894.08,81.69,81.69,0.0,0.0,7.71,-0.68,14.97,16.85,0.13,-4.25,-3.12,0.13,-4.25,-3.12
904,1664296673373,27.22,894.03,82.16,82.16,0.0,0.0,5.44,-1.55,16.29,17.24,6.5,-2.81,-12.0,-5.31,7.81,11.19
