Sample Number (4000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),Temperatura ([°C]),Presión ([mBar]),Altura ([m]),Altura_máxima ([m]),Apogeo (On/Off),Main_parachute (On/Off),Acelerometro_X ([m/s2]),Acelerometro_Y ([m/s2]),Acelerometro_Z ([m/s2]),Media_cuadrática (N/A),Giroscopio_X ([°/s]),Giroscopio_Y ([°/s]),Giroscopio_Z ([°/s]),Magnetómetro_X ([uT]),Magnetómetro_Y ([uT]),Magnetómetro_Z ([uT])
361,1664296526248,26.11,902.69,0.92,1.2,0.0,0.0,1.53,-0.54,9.63,9.77,0.37,-0.19,-0.25,0.31,0.06,-0.31
362,1664296526511,26.12,902.66,1.2,1.2,0.0,0.0,1.53,-0.53,9.63,9.77,-0.25,0.0,-0.19,-0.25,0.0,-0.19
363,1664296526769,26.12,902.7,0.83,1.2,0.0,0.0,1.55,-0.5,9.62,9.76,0.19,0.13,-0.19,0.31,0.13,-0.25
364,1664296527025,26.12,902.69,0.92,1.2,0.0,0.0,1.54,-0.49,9.64,9.77,0.06,0.0,-0.06,0.06,0.0,-0.06
365,1664296527301,26.12,902.69,0.92,1.2,0.0,0.0,1.52,-0.53,9.62,9.75,-0.13,-0.06,-0.06,-0.13,-0.06,-0.06
366,1664296527557,26.12,902.7,0.83,1.2,0.0,0.0,1.54,-0.51,9.62,9.76,0.19,-0.06,0.06,0.19,-0.06,0.06
367,1664296527833,26.13,902.67,1.11,1.2,0.0,0.0,1.54,-0.52,9.62,9.76,-0.25,0.06,0.19,-0.25,0.06,0.19
368,1664296528092,26.13,902.71,0.73,1.2,0.0,0.0,1.54,-0.49,9.61,9.74,0.13,0.13,-0.06,0.06,-0.06,0.13
369,1664296528351,26.13,902.68,1.01,1.2,0.0,0.0,1.53,-0.48,9.63,9.76,-0.19,-0.44,0.25,-0.13,0.06,0.13
370,1664296528651,26.13,902.67,1.11,1.2,0.0,0.0,1.54,-0.52,9.62,9.76,0.13,0.13,0.0,0.13,0.13,0.0
371,1664296528914,26.13,902.67,1.11,1.2,0.0,0.0,1.54,-0.5,9.61,9.75,-0.06,0.0,-0.06,-0.06,0.0,-0.06
372,1664296529172,26.13,902.69,0.92,1.2,0.0,0.0,1.52,-0.54,9.63,9.76,0.0,0.06,-0.13,0.0,0.06,-0.13
373,1664296529435,26.14,902.7,0.83,1.2,0.0,0.0,1.54,-0.52,9.62,9.76,-0.06,-0.13,-0.06,-0.06,-0.13,-0.06
374,1664296529697,26.14,902.67,1.11,1.2,0.0,0.0,1.54,-0.51,9.63,9.77,0.0,-0.06,-0.06,0.0,-0.06,-0.06
375,1664296529967,26.14,902.67,1.11,1.2,0.0,0.0,1.54,-0.49,9.62,9.75,0.0,0.0,0.0,0.06,0.25,0.0
376,1664296530225,26.14,902.72,0.64,1.2,0.0,0.0,1.54,-0.52,9.6,9.74,-0.06,0.0,0.0,-0.06,0.06,0.06
377,1664296530494,26.14,902.7,0.83,1.2,0.0,0.0,1.53,-0.52,9.62,9.75,0.06,0.06,0.0,0.06,0.06,0.0
378,1664296530756,26.15,902.68,1.01,1.2,0.0,0.0,1.54,-0.52,9.61,9.75,-0.06,0.13,0.13,-0.06,0.06,0.25
379,1664296531012,26.15,902.7,0.83,1.2,0.0,0.0,1.54,-0.5,9.64,9.78,0.13,0.0,0.06,0.13,0.0,0.06
380,1664296531283,26.15,902.68,1.01,1.2,0.0,0.0,1.53,-0.48,9.62,9.75,-0.19,0.06,0.0,-0.19,0.06,0.0
381,1664296531546,26.15,902.67,1.11,1.2,0.0,0.0,1.54,-0.52,9.62,9.76,-0.06,-0.13,-0.25,-0.06,-0.13,-0.25
382,1664296531801,26.15,902.71,0.73,1.2,0.0,0.0,1.54,-0.51,9.63,9.77,0.0,0.13,0.0,0.0,0.13,0.0
383,1664296532060,26.15,902.7,0.83,1.2,0.0,0.0,1.55,-0.54,9.61,9.75,0.0,0.13,0.0,0.06,0.06,-0.06
384,1664296532351,26.15,902.7,0.83,1.2,0.0,0.0,1.54,-0.49,9.67,9.8,0.06,-0.06,-0.06,-0.13,-0.06,-0.06
385,1664296532617,26.15,902.67,1.11,1.2,0.0,0.0,1.54,-0.53,9.62,9.76,-0.06,0.19,-0.06,-0.06,0.13,-0.13
386,1664296532874,26.16,902.67,1.11,1.2,0.0,0.0,1.6,-0.52,9.67,9.82,-0.06,0.0,0.06,-0.06,0.0,0.06
387,1664296533132,26.16,902.7,0.83,1.2,0.0,0.0,1.49,-0.65,9.63,9.77,-0.25,-0.06,0.44,0.19,0.37,0.13
388,1664296533394,26.16,902.69,0.92,1.2,0.0,0.0,1.54,-0.35,9.71,9.84,0.25,0.37,-0.37,-0.13,-0.13,-0.19
389,1664296533667,26.17,902.7,0.83,1.2,0.0,0.0,1.55,-0.52,9.64,9.78,-0.13,-0.13,-0.25,0.0,0.0,-0.19
390,1664296533933,26.16,902.67,1.11,1.2,0.0,0.0,1.56,-0.48,9.66,9.8,0.06,-0.13,-0.06,0.06,-0.13,-0.06
391,1664296534188,26.17,902.68,1.01,1.2,0.0,0.0,1.54,-0.46,9.6,9.73,0.06,0.06,-0.19,0.06,0.06,-0.19
392,1664296534444,26.17,902.71,0.73,1.2,0.0,0.0,1.54,-0.49,9.62,9.75,0.06,0.19,0.13,0.06,0.19,0.13
393,1664296534715,26.17,902.68,1.01,1.2,0.0,0.0,1.52,-0.54,9.6,9.73,0.06,0.06,0.06,0.06,0.06,0.06
394,1664296534986,26.17,902.68,1.01,1.2,0.0,0.0,1.54,-0.5,9.62,9.76,0.06,0.06,0.19,0.19,0.13,0.06
395,1664296535243,26.17,902.68,1.01,1.2,0.0,0.0,1.51,-0.5,9.62,9.75,0.06,0.06,0.06,-0.06,0.13,0.0
396,1664296535503,26.18,902.67,1.11,1.2,0.0,0.0,1.52,-0.53,9.6,9.73,0.0,0.06,-0.13,0.0,-0.06,-0.06
397,1664296535761,26.18,902.69,0.92,1.2,0.0,0.0,1.53,-0.5,9.63,9.76,0.0,0.19,-0.13,0.0,0.19,-0.13
398,1664296536023,26.18,902.68,1.01,1.2,0.0,0.0,1.54,-0.49,9.63,9.76,-0.06,0.0,-0.06,-0.06,0.0,-0.06
399,1664296536294,26.18,902.71,0.73,1.2,0.0,0.0,1.53,-0.49,9.62,9.75,-0.13,0.0,0.0,-0.13,0.0,0.0
400,1664296536578,26.18,902.67,1.11,1.2,0.0,0.0,1.53,-0.5,9.63,9.76,0.0,-0.06,-0.19,0.0,-0.06,-0.19
401,1664296536833,26.19,902.71,0.73,1.2,0.0,0.0,1.53,-0.52,9.65,9.78,0.0,0.0,0.0,0.0,0.0,0.0
402,1664296537100,26.19,902.71,0.73,1.2,0.0,0.0,1.55,-0.5,9.63,9.77,0.0,-0.06,-0.06,0.0,-0.06,-0.06
403,1664296537356,26.19,902.69,0.92,1.2,0.0,0.0,1.52,-0.51,9.6,9.73,-0.06,0.0,0.0,-0.06,0.0,0.0
404,1664296537633,26.19,902.7,0.83,1.2,0.0,0.0,1.53,-0.49,9.62,9.75,-0.06,0.13,-0.06,-0.06,0.13,-0.06
405,1664296537888,26.19,902.69,0.92,1.2,0.0,0.0,1.54,-0.49,9.64,9.77,0.06,0.19,0.06,0.13,0.19,0.0
406,1664296538148,26.2,902.68,1.01,1.2,0.0,0.0,1.53,-0.51,9.62,9.75,0.06,0.0,0.13,0.06,0.0,0.13
407,1664296538402,26.2,902.67,1.11,1.2,0.0,0.0,1.55,-0.5,9.61,9.75,-0.13,0.0,0.13,-0.13,0.0,0.13
408,1664296538668,26.2,902.68,1.01,1.2,0.0,0.0,1.54,-0.5,9.62,9.76,0.06,0.19,-0.06,0.06,0.19,-0.06
409,1664296538944,26.2,902.68,1.01,1.2,0.0,0.0,1.55,-0.52,9.64,9.78,0.06,0.06,-0.06,0.06,0.06,-0.06
410,1664296539204,26.2,902.69,0.92,1.2,0.0,0.0,1.54,-0.5,9.64,9.78,0.13,0.06,-0.13,0.13,0.06,-0.13
411,1664296539463,26.2,902.68,1.01,1.2,0.0,0.0,1.54,-0.49,9.62,9.75,0.0,-0.06,0.0,0.06,-0.06,-0.06
412,1664296539719,26.21,902.69,0.92,1.2,0.0,0.0,1.53,-0.5,9.63,9.76,0.0,0.06,-0.13,0.0,0.06,-0.13
413,1664296539985,26.21,902.67,1.11,1.2,0.0,0.0,1.54,-0.5,9.62,9.76,0.0,-0.13,-0.06,0.0,-0.13,-0.06
414,1664296540252,26.21,902.67,1.11,1.2,0.0,0.0,1.53,-0.53,9.62,9.76,0.0,0.0,-0.13,0.0,0.0,-0.13
415,1664296540519,26.21,902.68,1.01,1.2,0.0,0.0,1.54,-0.51,9.61,9.75,0.0,-0.06,0.0,-0.13,-0.06,-0.13
416,1664296540776,26.21,902.69,0.92,1.2,0.0,0.0,1.55,-0.49,9.62,9.76,-0.13,0.13,-0.06,0.06,0.13,0.19
417,1664296541051,26.22,902.69,0.92,1.2,0.0,0.0,1.55,-0.5,9.62,9.76,0.06,-0.19,0.19,0.06,-0.19,0.19
418,1664296541309,26.21,902.68,1.01,1.2,0.0,0.0,1.54,-0.5,9.6,9.74,0.13,0.0,0.19,0.13,0.0,0.19
419,1664296541580,26.22,902.69,0.92,1.2,0.0,0.0,1.54,-0.52,9.64,9.78,-0.06,0.0,0.06,-0.06,0.06,0.0
420,1664296541838,26.22,902.72,0.64,1.2,0.0,0.0,1.54,-0.5,9.64,9.78,0.13,0.06,-0.06,0.19,0.13,-0.06
421,1664296542097,26.22,902.69,0.92,1.2,0.0,0.0,1.54,-0.52,9.64,9.78,-0.06,0.19,0.06,0.0,0.13,-0.06
422,1664296542362,26.23,902.69,0.92,1.2,0.0,0.0,1.53,-0.51,9.6,9.73,0.06,-0.19,-0.19,0.06,-0.19,-0.19
423,1664296542622,26.23,902.7,0.83,1.2,0.0,0.0,1.53,-0.5,9.61,9.74,-0.06,0.06,-0.06,0.0,-0.13,-0.06
424,1664296542897,26.23,902.69,0.92,1.2,0.0,0.0,1.53,-0.51,9.64,9.77,-0.13,-0.19,0.06,-0.13,-0.19,0.06
425,1664296543161,26.23,902.68,1.01,1.2,0.0,0.0,1.55,-0.53,9.64,9.78,-0.13,0.06,-0.06,-0.13,0.06,-0.06
426,1664296543432,26.23,902.69,0.92,1.2,0.0,0.0,1.53,-0.49,9.62,9.75,0.0,-0.06,0.0,0.06,0.19,-0.06
427,1664296543689,26.24,902.68,1.01,1.2,0.0,0.0,1.54,-0.5,9.61,9.75,0.13,-0.19,0.13,0.0,0.0,0.13
428,1664296543949,26.24,902.7,0.83,1.2,0.0,0.0,1.54,-0.49,9.62,9.75,0.06,0.13,0.13,0.06,0.0,0.0
429,1664296544220,26.24,902.67,1.11,1.2,0.0,0.0,1.53,-0.49,9.62,9.75,-0.06,0.0,0.06,-0.06,0.0,0.06
430,1664296544478,26.24,902.69,0.92,1.2,0.0,0.0,1.55,-0.48,9.62,9.76,0.0,-0.13,0.0,0.0,-0.13,0.0
431,1664296544742,26.24,902.66,1.2,1.2,0.0,0.0,1.53,-0.5,9.63,9.76,-0.06,-0.19,0.0,-0.06,-0.19,0.0
432,1664296545001,26.24,902.68,1.01,1.2,0.0,0.0,1.52,-0.51,9.61,9.74,-0.06,0.0,0.06,-0.06,0.0,0.06
433,1664296545276,26.25,902.67,1.11,1.2,0.0,0.0,1.53,-0.49,9.63,9.76,0.0,0.0,0.0,0.0,0.0,0.0
434,1664296545560,26.24,902.68,1.01,1.2,0.0,0.0,1.53,-0.5,9.62,9.75,0.0,0.19,0.0,0.0,0.19,0.0
435,1664296545827,26.25,902.68,1.01,1.2,0.0,0.0,1.53,-0.51,9.61,9.74,0.13,0.19,-0.06,0.13,0.19,-0.06
436,1664296546082,26.25,902.67,1.11,1.2,0.0,0.0,1.53,-0.49,9.59,9.72,0.06,-0.06,-0.06,0.06,-0.06,-0.06
437,1664296546343,26.25,902.7,0.83,1.2,0.0,0.0,1.55,-0.51,9.62,9.76,-0.06,-0.13,0.13,-0.06,-0.13,0.13
438,1664296546614,26.26,902.7,0.83,1.2,0.0,0.0,1.54,-0.5,9.66,9.79,0.06,0.06,-0.06,0.06,0.06,-0.06
439,1664296546875,26.26,902.67,1.11,1.2,0.0,0.0,1.53,-0.5,9.6,9.73,-0.06,-0.06,0.0,-0.06,-0.06,0.0
440,1664296547134,26.26,902.67,1.11,1.2,0.0,0.0,1.54,-0.5,9.63,9.77,0.0,0.06,0.06,0.0,0.06,0.06
441,1664296547390,26.26,902.66,1.2,1.2,0.0,0.0,1.55,-0.51,9.62,9.76,0.0,0.06,-0.06,0.0,0.06,-0.06
442,1664296547659,26.26,902.68,1.01,1.2,0.0,0.0,1.54,-0.51,9.62,9.76,0.0,0.13,-0.13,0.0,0.13,-0.13
443,1664296547961,26.26,902.68,1.01,1.2,0.0,0.0,1.54,-0.49,9.63,9.76,0.13,-0.06,-0.06,0.13,0.0,0.0
444,1664296548220,26.26,902.71,0.73,1.2,0.0,0.0,1.55,-0.51,9.63,9.77,-0.06,0.06,0.06,-0.06,0.19,0.13
445,1664296548484,26.27,902.69,0.92,1.2,0.0,0.0,1.54,-0.52,9.6,9.74,-0.06,-0.06,-0.06,-0.06,-0.13,0.06
446,1664296548742,26.27,902.68,1.01,1.2,0.0,0.0,1.54,-0.52,9.62,9.76,-0.13,-0.06,0.0,-0.06,-0.13,0.0
447,1664296549005,26.27,902.69,0.92,1.2,0.0,0.0,1.53,-0.5,9.62,9.75,0.06,0.13,-0.06,0.06,0.13,-0.06
448,1664296549274,26.27,902.66,1.2,1.2,0.0,0.0,1.53,-0.5,9.64,9.77,0.0,-0.06,0.0,0.0,-0.06,0.0
449,1664296549529,26.28,902.67,1.11,1.2,0.0,0.0,1.53,-0.51,9.6,9.73,-0.06,0.0,0.0,-0.06,0.0,0.0
450,1664296549805,26.28,902.69,0.92,1.2,0.0,0.0,1.51,-0.53,9.62,9.75,0.06,0.0,0.13,0.06,-0.06,0.13
451,1664296550066,26.28,902.7,0.83,1.2,0.0,0.0,1.54,-0.5,9.65,9.78,-0.06,0.06,0.06,-0.06,0.06,0.06
452,1664296550322,26.28,902.69,0.92,1.2,0.0,0.0,1.55,-0.5,9.62,9.76,0.0,-0.13,0.0,-0.06,0.0,-0.06
453,1664296550592,26.28,902.69,0.92,1.2,0.0,0.0,1.53,-0.51,9.61,9.74,-0.06,0.0,0.06,-0.06,-0.06,0.0
454,1664296550858,26.28,902.68,1.01,1.2,0.0,0.0,1.54,-0.51,9.62,9.76,0.0,-0.06,-0.13,0.0,-0.06,-0.13
455,1664296551116,26.29,902.68,1.01,1.2,0.0,0.0,1.54,-0.51,9.63,9.77,0.0,-0.19,0.13,0.0,-0.19,0.13
456,1664296551375,26.29,902.69,0.92,1.2,0.0,0.0,1.54,-0.5,9.64,9.78,-0.06,-0.19,-0.06,0.0,0.06,0.06
457,1664296551634,26.29,902.67,1.11,1.2,0.0,0.0,1.55,-0.5,9.6,9.74,0.0,0.31,-0.13,0.0,0.31,-0.13
458,1664296551914,26.29,902.68,1.01,1.2,0.0,0.0,1.53,-0.5,9.61,9.74,-0.06,0.0,0.0,-0.06,0.0,0.0
459,1664296552171,26.29,902.69,0.92,1.2,0.0,0.0,1.53,-0.5,9.62,9.75,0.06,-0.13,0.06,0.06,-0.13,0.06
460,1664296552430,26.3,902.67,1.11,1.2,0.0,0.0,1.53,-0.5,9.6,9.73,-0.06,0.0,0.0,-0.06,0.0,0.0
461,1664296552688,26.3,902.67,1.11,1.2,0.0,0.0,1.54,-0.49,9.6,9.74,0.06,0.06,0.0,0.06,0.06,0.0
462,1664296552948,26.3,902.67,1.11,1.2,0.0,0.0,1.53,-0.51,9.62,9.75,0.06,0.0,0.06,-0.06,0.0,0.13
463,1664296553218,26.3,902.67,1.11,1.2,0.0,0.0,1.55,-0.51,9.63,9.77,0.0,-0.25,0.0,0.0,-0.25,0.0
464,1664296553477,26.3,902.69,0.92,1.2,0.0,0.0,1.53,-0.49,9.61,9.74,0.06,-0.19,0.0,0.06,-0.19,0.0
465,1664296553736,26.3,902.68,1.01,1.2,0.0,0.0,1.55,-0.52,9.61,9.75,0.0,0.13,-0.13,0.0,0.13,-0.13
466,1664296554032,26.31,902.68,1.01,1.2,0.0,0.0,1.53,-0.51,9.64,9.77,-0.13,0.0,-0.06,-0.13,0.0,-0.06
467,1664296554287,26.31,902.67,1.11,1.2,0.0,0.0,1.53,-0.51,9.61,9.74,0.06,0.0,0.0,0.06,-0.13,-0.19
468,1664296554560,26.31,902.67,1.11,1.2,0.0,0.0,1.53,-0.5,9.63,9.76,0.06,0.0,-0.06,0.06,0.0,-0.06
469,1664296554820,26.31,902.66,1.2,1.2,0.0,0.0,1.54,-0.5,9.64,9.78,0.0,0.25,-0.13,0.0,0.25,-0.13
470,1664296555077,26.31,902.69,0.92,1.2,0.0,0.0,1.53,-0.52,9.6,9.74,0.0,0.06,-0.06,0.0,0.06,-0.06
471,1664296555334,26.31,902.67,1.11,1.2,0.0,0.0,1.54,-0.5,9.62,9.76,0.0,-0.06,0.0,0.0,-0.06,0.0
472,1664296555594,26.32,902.68,1.01,1.2,0.0,0.0,1.54,-0.5,9.61,9.75,0.13,0.0,0.06,0.13,0.0,0.06
473,1664296555864,26.32,902.69,0.92,1.2,0.0,0.0,1.53,-0.51,9.61,9.74,0.0,0.0,-0.06,0.06,-0.06,0.06
474,1664296556124,26.32,902.68,1.01,1.2,0.0,0.0,1.53,-0.5,9.6,9.73,-0.06,0.13,0.0,0.0,0.0,-0.06
475,1664296556393,26.32,902.7,0.83,1.2,0.0,0.0,1.56,-0.51,9.64,9.78,0.06,0.06,0.06,-0.06,-0.06,0.06
476,1664296556660,26.33,902.68,1.01,1.2,0.0,0.0,1.54,-0.5,9.62,9.76,-0.19,0.06,-0.06,-0.06,0.13,-0.13
477,1664296556917,26.33,902.68,1.01,1.2,0.0,0.0,1.53,-0.52,9.65,9.78,0.0,-0.06,0.0,0.0,-0.06,0.0
478,1664296557186,26.33,902.67,1.11,1.2,0.0,0.0,1.55,-0.5,9.63,9.77,0.0,-0.19,0.13,0.06,0.0,0.13
479,1664296557447,26.33,902.68,1.01,1.2,0.0,0.0,1.54,-0.52,9.61,9.75,0.06,-0.06,0.0,0.0,0.06,-0.06
480,1664296557706,26.34,902.66,1.2,1.2,0.0,0.0,1.54,-0.51,9.62,9.76,0.13,-0.06,0.06,0.06,-0.13,0.06
481,1664296557964,26.33,902.66,1.2,1.2,0.0,0.0,1.54,-0.5,9.63,9.77,0.06,0.0,-0.19,0.06,0.0,-0.19
482,1664296558220,26.34,902.67,1.11,1.2,0.0,0.0,1.54,-0.52,9.63,9.77,0.0,0.06,0.06,0.0,0.06,0.06
483,1664296558508,26.34,902.7,0.83,1.2,0.0,0.0,1.54,-0.5,9.62,9.76,0.06,0.13,0.06,0.06,0.13,0.06
484,1664296558768,26.34,902.68,1.01,1.2,0.0,0.0,1.53,-0.52,9.62,9.75,0.13,0.25,-0.06,0.0,0.0,-0.06
485,1664296559032,26.34,902.66,1.2,1.2,0.0,0.0,1.53,-0.5,9.62,9.75,-0.06,-0.06,0.0,-0.06,-0.06,0.0
486,1664296559549,26.35,902.65,1.29,1.29,0.0,0.0,1.54,-0.49,9.61,9.74,-0.06,0.19,-0.06,0.0,0.0,0.0
487,1664296559819,26.35,902.68,1.01,1.29,0.0,0.0,1.53,-0.51,9.61,9.74,-0.19,0.0,0.06,-0.19,0.0,0.06
488,1664296560076,26.35,902.69,0.92,1.29,0.0,0.0,1.53,-0.5,9.62,9.75,0.06,0.0,-0.13,0.06,0.0,-0.13
489,1664296560337,26.35,902.67,1.11,1.29,0.0,0.0,1.54,-0.51,9.62,9.76,0.06,0.0,-0.06,0.06,0.0,-0.06
490,1664296560604,26.36,902.67,1.11,1.29,0.0,0.0,1.54,-0.49,9.62,9.75,0.06,0.13,0.0,0.06,0.13,0.0
491,1664296560865,26.36,902.67,1.11,1.29,0.0,0.0,1.54,-0.5,9.64,9.78,0.06,-0.19,0.19,0.06,-0.19,0.19
492,1664296561132,26.36,902.68,1.01,1.29,0.0,0.0,1.53,-0.49,9.61,9.74,0.06,0.0,0.0,0.06,0.0,0.0
493,1664296561391,26.36,902.67,1.11,1.29,0.0,0.0,1.54,-0.49,9.63,9.76,0.13,0.13,0.0,0.13,0.13,0.0
494,1664296561649,26.37,902.71,0.73,1.29,0.0,0.0,1.54,-0.5,9.57,9.71,0.0,0.06,0.06,0.0,0.06,0.06
495,1664296561907,26.37,902.65,1.29,1.29,0.0,0.0,1.53,-0.51,9.6,9.73,0.06,0.0,-0.06,0.06,0.0,-0.06
496,1664296562166,26.37,902.67,1.11,1.29,0.0,0.0,1.54,-0.51,9.64,9.78,0.0,-0.19,-0.06,-0.06,0.06,0.0
497,1664296562441,26.37,902.68,1.01,1.29,0.0,0.0,1.54,-0.51,9.63,9.77,0.13,-0.06,-0.06,0.13,-0.06,-0.06
498,1664296562715,26.37,902.68,1.01,1.29,0.0,0.0,1.53,-0.52,9.64,9.77,0.0,0.06,0.13,0.0,0.06,0.13
499,1664296562979,26.37,902.66,1.2,1.29,0.0,0.0,1.53,-0.5,9.63,9.76,-0.06,0.06,-0.19,-0.06,0.06,-0.19
500,1664296563237,26.38,902.66,1.2,1.29,0.0,0.0,1.53,-0.5,9.61,9.74,0.0,-0.13,0.0,0.13,-0.06,-0.19
501,1664296563508,26.38,902.67,1.11,1.29,0.0,0.0,1.54,-0.49,9.63,9.76,0.0,0.0,-0.06,0.0,0.0,-0.06
502,1664296563766,26.38,902.67,1.11,1.29,0.0,0.0,1.53,-0.5,9.64,9.77,0.0,0.06,0.0,0.0,0.0,-0.06
503,1664296564022,26.38,902.67,1.11,1.29,0.0,0.0,1.54,-0.5,9.63,9.77,0.06,-0.06,0.0,0.06,-0.06,0.0
504,1664296564283,26.39,902.67,1.11,1.29,0.0,0.0,1.54,-0.5,9.64,9.78,0.0,0.06,-0.06,0.0,0.06,-0.06
505,1664296564540,26.39,902.65,1.29,1.29,0.0,0.0,1.54,-0.51,9.63,9.77,-0.06,0.0,0.0,-0.06,0.0,0.0
506,1664296564827,26.39,902.66,1.2,1.29,0.0,0.0,1.53,-0.49,9.63,9.76,0.06,-0.06,-0.13,-0.13,0.06,-0.19
507,1664296565091,26.39,902.67,1.11,1.29,0.0,0.0,1.55,-0.51,9.64,9.78,0.19,-0.19,-0.06,0.19,-0.19,-0.06
508,1664296565350,26.39,902.66,1.2,1.29,0.0,0.0,1.54,-0.51,9.64,9.78,0.0,0.06,0.0,0.0,0.13,0.0
509,1664296565610,26.39,902.65,1.29,1.29,0.0,0.0,1.54,-0.5,9.63,9.77,0.0,0.06,-0.06,0.0,0.06,-0.06
510,1664296565868,26.4,902.67,1.11,1.29,0.0,0.0,1.54,-0.48,9.63,9.76,0.06,0.06,-0.13,0.06,0.06,-0.13
511,1664296566136,26.4,902.67,1.11,1.29,0.0,0.0,1.53,-0.51,9.62,9.75,0.0,-0.13,0.0,0.0,-0.13,0.0
512,1664296566393,26.4,902.67,1.11,1.29,0.0,0.0,1.53,-0.49,9.64,9.77,0.0,0.13,0.0,0.0,0.13,0.0
513,1664296566650,26.4,902.69,0.92,1.29,0.0,0.0,1.54,-0.54,9.64,9.78,0.06,0.0,0.0,0.13,-0.13,0.0
514,1664296566910,26.41,902.69,0.92,1.29,0.0,0.0,1.53,-0.49,9.63,9.76,0.06,0.0,0.06,0.06,0.0,0.06
515,1664296567195,26.41,902.68,1.01,1.29,0.0,0.0,1.54,-0.51,9.62,9.76,-0.06,-0.13,0.13,-0.06,-0.13,0.13
516,1664296567502,26.41,902.66,1.2,1.29,0.0,0.0,1.55,-0.52,9.61,9.75,-0.06,0.19,-0.13,-0.06,0.19,-0.13
517,1664296567766,26.41,902.66,1.2,1.29,0.0,0.0,1.53,-0.5,9.63,9.76,-0.13,0.13,-0.06,-0.13,0.13,-0.06
518,1664296568025,26.41,902.68,1.01,1.29,0.0,0.0,1.53,-0.49,9.62,9.75,-0.13,0.13,-0.06,-0.13,0.13,-0.06
519,1664296568283,26.41,902.67,1.11,1.29,0.0,0.0,1.54,-0.51,9.63,9.77,0.0,-0.06,0.13,0.0,-0.06,0.13
520,1664296568545,26.42,902.66,1.2,1.29,0.0,0.0,1.52,-0.51,9.64,9.77,0.13,-0.06,-0.06,0.13,-0.06,-0.06
521,1664296568820,26.42,902.68,1.01,1.29,0.0,0.0,1.53,-0.51,9.6,9.73,-0.06,-0.06,0.06,-0.06,-0.06,0.06
522,1664296569075,26.42,902.66,1.2,1.29,0.0,0.0,1.54,-0.49,9.62,9.75,0.0,0.0,0.06,0.0,0.0,-0.06
523,1664296569352,26.43,902.7,0.83,1.29,0.0,0.0,1.53,-0.52,9.6,9.74,-0.06,0.06,-0.06,-0.06,0.06,-0.06
524,1664296569608,26.43,902.67,1.11,1.29,0.0,0.0,1.54,-0.5,9.61,9.75,-0.06,0.25,0.0,-0.13,0.19,-0.06
525,1664296569872,26.43,902.65,1.29,1.29,0.0,0.0,1.53,-0.51,9.62,9.75,-0.13,-0.06,-0.06,-0.13,-0.06,0.0
526,1664296570140,26.43,902.68,1.01,1.29,0.0,0.0,1.54,-0.5,9.6,9.74,0.06,-0.13,-0.13,0.06,-0.13,0.13
527,1664296570400,26.43,902.65,1.29,1.29,0.0,0.0,1.53,-0.48,9.61,9.74,-0.13,-0.06,0.0,0.13,0.0,0.06
528,1664296570660,26.43,902.66,1.2,1.29,0.0,0.0,1.52,-0.52,9.62,9.75,0.06,0.0,-0.06,0.06,0.0,-0.06
529,1664296570922,26.44,902.68,1.01,1.29,0.0,0.0,1.53,-0.5,9.62,9.75,-0.06,0.19,-0.06,-0.06,0.19,-0.06
530,1664296571186,26.44,902.68,1.01,1.29,0.0,0.0,1.54,-0.52,9.61,9.75,-0.19,0.06,-0.06,0.06,-0.06,-0.06
531,1664296571474,26.44,902.67,1.11,1.29,0.0,0.0,1.54,-0.49,9.64,9.77,0.06,0.0,0.0,0.06,0.0,0.0
532,1664296571732,26.44,902.67,1.11,1.29,0.0,0.0,1.54,-0.52,9.63,9.77,0.06,0.0,0.06,0.0,0.13,0.0
533,1664296571991,26.44,902.67,1.11,1.29,0.0,0.0,1.54,-0.5,9.61,9.75,0.06,0.0,0.13,0.06,0.0,0.13
534,1664296572249,26.45,902.66,1.2,1.29,0.0,0.0,1.55,-0.49,9.61,9.75,0.06,0.13,0.0,0.06,0.13,0.0
535,1664296572508,26.45,902.66,1.2,1.29,0.0,0.0,1.54,-0.5,9.64,9.78,0.06,0.0,0.06,0.06,0.0,0.06
536,1664296572784,26.45,902.67,1.11,1.29,0.0,0.0,1.54,-0.52,9.66,9.8,-0.06,0.19,-0.06,-0.06,0.19,-0.06
537,1664296573044,26.45,902.69,0.92,1.29,0.0,0.0,1.54,-0.51,9.61,9.75,-0.06,0.06,-0.06,-0.06,0.06,-0.06
538,1664296573303,26.45,902.66,1.2,1.29,0.0,0.0,1.54,-0.52,9.63,9.77,0.0,0.06,-0.13,0.0,0.06,-0.13
539,1664296573572,26.46,902.67,1.11,1.29,0.0,0.0,1.54,-0.5,9.65,9.78,0.13,-0.06,0.0,0.13,-0.06,0.0
540,1664296573832,26.46,902.65,1.29,1.29,0.0,0.0,1.53,-0.51,9.62,9.75,0.0,-0.06,0.06,0.0,-0.06,0.06
541,1664296574102,26.46,902.67,1.11,1.29,0.0,0.0,1.54,-0.52,9.64,9.78,-0.06,0.13,0.0,-0.06,0.13,0.0
542,1664296574360,26.46,902.67,1.11,1.29,0.0,0.0,1.55,-0.51,9.63,9.77,0.0,0.0,0.19,0.0,0.0,0.19
