Sample Number (4000 samples per second),UNIX Timestamp (Milliseconds since 1970-01-01),Temperatura ([°C]),Presión ([mBar]),Altura ([m]),Altura_máxima ([m]),Apogeo (On/Off),Main_parachute (On/Off),Acelerometro_X ([m/s2]),Acelerometro_Y ([m/s2]),Acelerometro_Z ([m/s2]),Media_cuadrática (N/A),Giroscopio_X ([°/s]),Giroscopio_Y ([°/s]),Giroscopio_Z ([°/s]),Magnetómetro_X ([uT]),Magnetómetro_Y ([uT]),Magnetómetro_Z ([uT])
1118,1664298125508,29.53,894.31,74.24,146.34,1.0,0.0,0.11,0.84,7.34,7.39,1.31,-3.81,-3.12,1.31,-3.81,-3.12
1119,1664298125796,29.53,894.38,73.58,146.34,1.0,0.0,1.81,-0.51,8.0,8.22,-4.25,4.81,-3.12,-4.25,4.81,-3.12
1120,1664298126071,29.53,894.41,73.3,146.34,1.0,0.0,0.95,0.19,10.22,10.27,2.56,-1.31,-0.5,3.44,1.69,0.75
1121,1664298126364,29.53,894.48,72.64,146.34,1.0,0.0,2.55,0.31,8.24,8.63,-4.62,-2.06,-0.94,-4.62,-2.06,-0.94
1122,1664298126637,29.53,894.51,72.36,146.34,1.0,0.0,1.22,0.79,10.8,10.9,5.0,2.31,-0.62,5.0,2.31,-0.62
1123,1664298126927,29.53,894.6,71.51,146.34,1.0,0.0,2.82,0.06,11.32,11.67,0.75,-1.56,0.5,1.31,-1.94,2.25
1124,1664298127196,29.53,894.62,71.32,146.34,1.0,0.0,2.24,0.99,9.81,10.11,3.56,0.62,1.12,3.56,0.62,1.12
1125,1664298127472,29.53,894.69,70.66,146.34,1.0,0.0,2.56,0.9,10.53,10.87,2.81,3.31,1.19,2.81,3.31,1.19
1126,1664298127752,29.53,894.75,70.1,146.34,1.0,0.0,1.83,0.49,10.53,10.7,-1.94,5.75,-0.44,-1.94,5.75,-0.44
1127,1664298128033,29.53,894.8,69.63,146.34,1.0,0.0,2.75,-1.48,9.87,10.35,-1.87,3.37,-3.87,-1.87,3.37,-3.87
1128,1664298128367,29.53,894.83,69.34,146.34,1.0,0.0,1.44,-0.52,10.65,10.76,7.44,1.75,-0.31,7.44,1.75,-0.31
1129,1664298128642,29.52,894.91,68.59,146.34,1.0,0.0,1.3,-1.39,9.77,9.95,-2.0,0.69,1.5,-2.0,0.69,1.5
1130,1664298128963,29.53,894.95,68.21,146.34,1.0,0.0,3.04,0.69,12.73,13.11,-1.62,2.5,1.0,-1.62,2.5,1.0
1131,1664298129231,29.53,895.02,67.56,146.34,1.0,0.0,1.23,1.02,10.3,10.42,1.5,-6.06,0.37,1.5,-6.06,0.37
1132,1664298129523,29.53,895.05,67.27,146.34,1.0,0.0,2.34,-1.24,9.96,10.31,-1.94,1.19,-3.25,-1.94,1.19,-3.25
1133,1664298129796,29.54,895.17,66.14,146.34,1.0,0.0,2.26,1.07,10.08,10.39,0.62,0.25,-0.44,0.62,0.25,-0.44
1134,1664298130073,29.54,895.2,65.86,146.34,1.0,0.0,1.6,-0.53,9.34,9.49,-4.69,1.87,2.81,-4.69,1.87,2.81
1135,1664298130349,29.54,895.29,65.02,146.34,1.0,0.0,1.33,-0.89,9.32,9.46,-0.13,-5.81,1.12,-0.13,-5.81,1.12
1136,1664298130628,29.54,895.35,64.45,146.34,1.0,0.0,0.77,1.68,11.23,11.38,4.87,-4.75,-0.69,1.75,1.75,-0.75
1137,1664298130928,29.54,895.38,64.17,146.34,1.0,0.0,1.98,0.18,9.83,10.03,-4.25,-4.0,1.69,-4.25,-4.0,1.69
1138,1664298131200,29.54,895.41,63.89,146.34,1.0,0.0,1.76,-0.31,7.45,7.66,-1.62,3.5,-1.37,-1.62,3.5,-1.37
1139,1664298131479,29.54,895.49,63.13,146.34,1.0,0.0,1.44,0.76,9.15,9.29,0.13,-2.37,0.06,-0.62,0.13,-3.12
1140,1664298131755,29.54,895.57,62.38,146.34,1.0,0.0,1.36,-0.48,8.99,9.1,-6.0,2.12,4.12,-6.0,2.12,4.12
1141,1664298132029,29.54,895.61,62.01,146.34,1.0,0.0,0.18,-0.03,9.28,9.28,4.81,-0.06,-0.81,4.81,-0.06,-0.81
1142,1664298132317,29.54,895.68,61.35,146.34,1.0,0.0,0.66,0.63,9.43,9.47,3.5,-2.0,3.25,3.5,-2.0,3.25
1143,1664298132600,29.54,895.77,60.5,146.34,1.0,0.0,1.47,1.32,10.79,10.97,-0.62,-1.87,0.56,-0.62,-1.87,0.56
1144,1664298132876,29.53,895.81,60.12,146.34,1.0,0.0,0.69,0.13,7.35,7.38,-2.44,0.19,0.75,-2.44,0.19,0.75
1145,1664298134148,29.53,895.88,59.47,146.34,1.0,1.0,0.02,0.61,9.45,9.47,4.87,-6.69,-2.31,4.87,-6.69,-2.31
1146,1664298134456,29.5,896.12,57.21,146.34,1.0,1.0,2.65,-0.89,9.95,10.34,1.31,-1.87,1.5,1.31,-1.87,1.5
1147,1664298134737,29.51,896.22,56.27,146.34,1.0,1.0,1.81,0.8,10.18,10.37,-6.12,6.0,-0.25,-1.69,7.19,2.12
1148,1664298135015,29.51,896.3,55.52,146.34,1.0,1.0,0.07,0.03,6.54,6.54,1.06,-1.56,0.94,1.75,-5.81,-2.5
1149,1664298135292,29.51,896.32,55.33,146.34,1.0,1.0,1.94,-0.01,9.6,9.79,-2.87,0.13,2.62,-2.87,0.13,2.62
1150,1664298135574,29.52,896.36,54.95,146.34,1.0,1.0,3.47,-1.25,9.8,10.47,-0.19,-3.56,-3.87,-0.19,-3.56,-3.87
1151,1664298135861,29.52,896.46,54.01,146.34,1.0,1.0,0.49,0.92,8.83,8.89,0.25,-1.19,3.62,0.25,-1.19,3.62
1152,1664298136139,29.52,896.49,53.73,146.34,1.0,1.0,2.55,-0.47,10.42,10.74,0.13,7.31,-2.5,0.13,7.31,-2.5
1153,1664298136423,29.53,896.56,53.07,146.34,1.0,1.0,0.1,0.21,6.16,6.16,3.69,-2.62,-1.25,3.69,-2.62,-1.25
1154,1664298136699,29.53,896.63,52.42,146.34,1.0,1.0,0.55,-0.7,7.55,7.6,2.62,-4.12,2.25,2.62,-4.12,2.25
1155,1664298136996,29.52,896.72,51.57,146.34,1.0,1.0,1.19,0.5,10.86,10.94,-0.37,6.44,-1.69,-0.37,6.44,-1.69
1156,1664298137277,29.52,896.76,51.19,146.34,1.0,1.0,1.42,-0.69,8.58,8.72,-3.69,-3.25,-1.19,-3.69,-3.25,-1.19
1157,1664298137551,29.52,896.81,50.72,146.34,1.0,1.0,0.0,1.42,8.33,8.45,0.19,-2.62,-2.44,0.19,-2.62,-2.44
1158,1664298137828,29.53,896.9,49.88,146.34,1.0,1.0,0.5,1.34,9.33,9.44,-1.87,-6.06,3.0,-1.44,-3.12,-1.31
1159,1664298138103,29.52,896.96,49.31,146.34,1.0,1.0,-0.46,0.13,7.72,7.73,-3.81,1.37,2.94,-3.81,1.37,2.94
1160,1664298138392,29.52,896.99,49.03,146.34,1.0,1.0,0.6,0.13,6.27,6.3,4.06,-2.31,-0.13,4.06,-2.31,-0.13
1161,1664298138664,29.52,897.09,48.09,146.34,1.0,1.0,1.41,0.24,8.27,8.39,-1.75,1.56,2.44,-1.75,1.56,2.44
1162,1664298138938,29.52,897.1,48.0,146.34,1.0,1.0,2.37,0.44,9.78,10.07,0.69,1.62,0.13,0.69,1.62,0.13
1163,1664298139234,29.52,897.14,47.62,146.34,1.0,1.0,2.58,-0.54,10.74,11.06,3.94,-12.25,1.37,3.94,-12.25,1.37
1164,1664298139507,29.52,897.22,46.87,146.34,1.0,1.0,2.98,-0.01,10.75,11.16,2.87,1.31,-1.56,2.87,1.31,-1.56
1165,1664298139797,29.52,897.33,45.84,146.34,1.0,1.0,0.33,0.44,6.59,6.61,3.5,1.87,-2.62,3.5,1.87,-2.62
1166,1664298140066,29.52,897.35,45.65,146.34,1.0,1.0,0.44,0.05,6.67,6.68,12.94,-0.19,0.75,12.94,-0.19,0.75
1167,1664298140343,29.52,897.44,44.81,146.34,1.0,1.0,1.71,-0.28,8.78,8.95,6.56,0.75,1.69,6.56,0.75,1.69
1168,1664298140615,29.51,897.46,44.62,146.34,1.0,1.0,2.26,0.08,8.14,8.45,8.94,4.62,-2.75,8.94,4.62,-2.75
1169,1664298140919,29.51,897.5,44.24,146.34,1.0,1.0,1.65,0.03,11.52,11.64,7.69,-3.5,-0.06,7.69,-3.5,-0.06
1170,1664298141197,29.51,897.59,43.4,146.34,1.0,1.0,2.85,0.78,9.4,9.85,3.12,-0.62,-0.81,3.12,-0.62,-0.81
1171,1664298141479,29.51,897.6,43.3,146.34,1.0,1.0,1.79,0.58,11.0,11.16,13.88,8.44,-3.69,11.75,9.25,0.06
1172,1664298141754,29.51,897.6,43.3,146.34,1.0,1.0,1.27,0.29,9.36,9.45,8.0,-4.31,-0.5,8.0,-4.31,-0.5
1173,1664298142030,29.12,0.0,1.0,0.0,7.4,-9.0,-7.94,2.69,0.0,34.0,279.0,0.0,29.12,0.0,1.0,0.0
1174,1664298142322,29.52,897.77,41.71,146.34,1.0,1.0,1.16,0.89,9.27,9.38,-16.81,-4.0,3.81,-16.81,-4.0,3.81
1175,1664298142611,29.51,897.85,40.96,146.34,1.0,1.0,0.87,1.89,10.54,10.74,-12.44,-6.31,2.87,-12.44,-6.31,2.87
1176,1664298142891,29.52,897.88,40.67,146.34,1.0,1.0,0.62,1.44,12.9,12.99,-25.44,0.88,5.37,-25.44,0.88,5.37
1177,1664298143175,29.52,897.85,40.96,146.34,1.0,1.0,1.3,0.0,10.05,10.13,-65.37,8.06,10.88,-65.37,8.06,10.88
1178,1664298143477,29.52,897.89,40.58,146.34,1.0,1.0,2.28,1.87,10.5,10.91,-24.56,-3.06,3.75,-15.88,-1.62,1.5
1179,1664298143781,29.52,897.92,40.3,146.34,1.0,1.0,2.62,1.89,10.02,10.53,19.37,-3.12,-4.37,28.62,-2.75,-2.25
1180,1664298144064,29.52,897.94,40.11,146.34,1.0,1.0,2.11,1.2,11.32,11.58,28.75,-2.5,-2.81,28.75,-2.5,-2.81
1181,1664298144351,29.52,897.95,40.02,146.34,1.0,1.0,2.06,0.43,10.66,10.87,16.5,4.5,-3.94,23.38,4.0,-3.06
1182,1664298144635,29.52,897.94,40.11,146.34,1.0,1.0,2.54,1.47,11.58,11.95,43.94,17.25,-9.69,38.31,22.37,-10.13
1183,1664298144930,29.52,897.96,39.92,146.34,1.0,1.0,2.78,-0.44,10.99,11.34,27.56,8.19,-7.62,27.56,8.19,-7.62
1184,1664298145211,29.52,897.92,40.3,146.34,1.0,1.0,1.83,0.91,10.6,10.8,-3.62,8.06,-0.37,-8.31,7.31,-3.44
1185,1664298145498,29.52,897.94,40.11,146.34,1.0,1.0,1.51,-0.03,9.0,9.13,-40.63,27.5,-5.94,-40.63,23.25,-4.06
1186,1664298145796,29.52,897.9,40.49,146.34,1.0,1.0,1.88,0.45,10.26,10.44,-21.69,-23.56,1.62,-21.69,-23.56,1.62
1187,1664298146095,29.52,897.94,40.11,146.34,1.0,1.0,1.46,-0.93,8.73,8.9,-63.38,-46.37,11.69,-63.38,-46.37,11.69
1188,1664298146380,29.52,897.91,40.39,146.34,1.0,1.0,1.4,1.01,11.28,11.41,-22.5,-19.5,4.12,-18.94,-14.19,3.37
1189,1664298146664,29.52,897.9,40.49,146.34,1.0,1.0,1.23,-0.07,9.95,10.03,7.37,12.63,-2.44,13.56,12.75,-0.75
1190,1664298146950,29.52,897.93,40.21,146.34,1.0,1.0,1.68,0.12,10.08,10.22,26.37,15.56,-6.75,27.0,14.56,-4.81
1191,1664298147244,29.52,897.93,40.21,146.34,1.0,1.0,2.87,-0.28,10.16,10.56,22.94,8.31,-5.5,22.94,8.31,-5.5
1192,1664298147523,29.51,897.96,39.92,146.34,1.0,1.0,3.51,-0.84,10.52,11.12,35.0,2.87,-9.13,35.0,2.87,-9.13
1193,1664298147803,29.51,897.96,39.92,146.34,1.0,1.0,2.28,0.56,10.38,10.64,16.31,3.0,-2.69,8.19,6.19,-2.75
1194,1664298148083,29.52,897.95,40.02,146.34,1.0,1.0,0.82,-1.3,7.58,7.73,11.63,10.5,-3.94,18.12,6.5,-4.0
1195,1664298148365,29.52,897.95,40.02,146.34,1.0,1.0,1.71,0.67,11.57,11.71,18.75,9.56,-2.94,14.0,10.13,-3.75
1196,1664298148703,29.52,897.92,40.3,146.34,1.0,1.0,1.44,0.97,10.01,10.16,1.06,1.19,-1.5,1.06,1.19,-1.5
1197,1664298148983,29.51,897.93,40.21,146.34,1.0,1.0,0.82,1.53,11.13,11.26,-3.25,-3.56,4.0,-3.25,-3.56,4.0
1198,1664298149263,29.51,897.93,40.21,146.34,1.0,1.0,0.9,-0.14,6.99,7.05,-8.56,-6.87,0.37,-8.56,-6.87,0.37
1199,1664298149559,29.51,897.95,40.02,146.34,1.0,1.0,-0.13,-0.46,6.09,6.11,-76.69,-23.38,14.0,-72.37,-25.94,15.13
1200,1664298149854,29.51,897.91,40.39,146.34,1.0,1.0,1.67,0.63,9.74,9.9,-46.25,-17.31,8.44,-46.25,-17.31,8.44
1201,1664298150136,29.51,897.92,40.3,146.34,1.0,1.0,1.19,1.48,12.23,12.38,11.63,7.5,-0.56,11.63,7.5,-0.56
1202,1664298150427,29.51,897.92,40.3,146.34,1.0,1.0,1.7,0.7,12.67,12.8,32.13,9.94,-6.06,32.13,9.94,-6.06
1203,1664298150710,29.51,897.96,39.92,146.34,1.0,1.0,0.23,0.44,7.89,7.91,24.06,10.88,-6.12,28.75,7.5,-5.12
1204,1664298150981,29.51,897.98,39.74,146.34,1.0,1.0,0.49,0.08,8.23,8.24,11.25,6.19,-2.94,14.25,4.31,-2.56
1205,1664298151271,29.51,898.0,39.55,146.34,1.0,1.0,1.79,0.29,10.17,10.33,6.62,1.62,-0.5,6.62,1.62,-0.5
1206,1664298151548,29.51,897.97,39.83,146.34,1.0,1.0,1.47,-0.68,9.12,9.26,0.25,1.75,0.56,0.25,1.75,0.56
1207,1664298151833,29.51,897.99,39.64,146.34,1.0,1.0,0.63,0.88,11.95,12.0,-1.37,-1.19,-1.31,-1.37,-1.19,-1.31
1208,1664298152115,29.51,898.01,39.45,146.34,1.0,1.0,3.32,-1.01,8.87,9.52,-0.56,-2.5,-2.0,-0.56,-2.5,-2.0
1209,1664298152440,29.51,897.98,39.74,146.34,1.0,1.0,1.96,1.1,10.34,10.58,2.69,-1.87,-0.25,2.69,-1.87,-0.25
1210,1664298152722,29.5,897.97,39.83,146.34,1.0,1.0,1.55,-0.47,7.27,7.45,-5.5,0.44,-0.37,-5.5,0.44,-0.37
1211,1664298152998,29.5,898.0,39.55,146.34,1.0,1.0,0.86,0.51,10.04,10.09,3.87,3.25,0.44,0.13,-1.12,-1.56
1212,1664298153289,29.51,897.98,39.74,146.34,1.0,1.0,0.75,-0.68,7.17,7.24,-1.19,3.56,1.44,-1.19,3.56,1.44
1213,1664298153563,29.51,898.0,39.55,146.34,1.0,1.0,1.11,0.38,9.03,9.11,-0.88,-1.94,0.69,-0.88,-1.94,0.69
1214,1664298153862,29.51,898.02,39.36,146.34,1.0,1.0,3.04,-0.12,11.89,12.27,-2.19,-1.0,3.06,-2.19,-1.0,3.06
1215,1664298154139,29.51,898.01,39.45,146.34,1.0,1.0,1.44,-0.44,11.87,11.97,2.12,-2.44,-1.5,2.12,-2.44,-1.5
1216,1664298154420,29.5,898.03,39.27,146.34,1.0,1.0,2.76,-0.67,9.49,9.91,-0.31,-0.62,2.37,-0.31,-0.62,2.37
1217,1664298154699,29.51,898.01,39.45,146.34,1.0,1.0,1.3,0.07,7.78,7.89,-0.13,3.81,11.75,-0.44,0.31,5.69
1218,1664298154984,29.51,898.02,39.36,146.34,1.0,1.0,1.36,0.69,10.61,10.72,8.38,1.94,6.06,8.38,1.94,6.06
1219,1664298155278,29.5,898.03,39.27,146.34,1.0,1.0,2.01,0.87,11.61,11.81,2.87,-3.12,-0.31,-2.62,2.31,0.56
1220,1664298155556,29.5,898.06,38.99,146.34,1.0,1.0,2.3,0.12,9.7,9.97,0.62,6.5,35.44,0.62,6.5,35.44
1221,1664298155829,29.5,898.05,39.08,146.34,1.0,1.0,0.05,0.23,8.28,8.28,-0.31,0.62,4.81,-0.31,0.62,4.81
1222,1664298156104,29.5,898.05,39.08,146.34,1.0,1.0,-0.33,0.1,5.69,5.7,-1.94,1.37,1.19,-1.94,1.37,1.19
1223,1664298156398,29.5,898.03,39.27,146.34,1.0,1.0,1.51,-0.34,8.09,8.24,-0.62,-0.69,1.12,-0.62,-0.69,1.12
1224,1664298156673,29.5,898.07,38.89,146.34,1.0,1.0,3.18,0.11,11.67,12.1,4.25,-0.62,1.06,4.25,-0.62,1.06
1225,1664298156950,29.5,898.09,38.7,146.34,1.0,1.0,0.75,0.03,8.23,8.26,-0.62,0.81,-1.56,-2.69,0.13,2.06
1226,1664298157227,29.5,898.13,38.33,146.34,1.0,1.0,0.6,1.13,8.33,8.43,-2.19,2.5,1.37,-2.19,2.5,1.37
1227,1664298157510,29.5,898.14,38.23,146.34,1.0,1.0,-0.38,-0.06,7.8,7.81,-0.5,-5.94,-1.75,-2.44,1.75,2.44
1228,1664298157796,29.5,898.15,38.14,146.34,1.0,1.0,1.66,-1.58,8.88,9.17,-3.31,0.75,1.44,2.69,0.0,-1.81
1229,1664298158088,29.5,898.18,37.86,146.34,1.0,1.0,1.75,0.02,9.3,9.46,-0.5,-0.5,-2.75,0.13,3.19,3.0
1230,1664298158363,29.5,898.21,37.58,146.34,1.0,1.0,-0.31,0.45,7.47,7.49,0.0,2.81,-0.75,0.0,2.81,-0.75
1231,1664298158646,29.5,898.21,37.58,146.34,1.0,1.0,2.65,0.72,11.3,11.63,2.37,-0.44,-0.69,2.37,-0.44,-0.69
1232,1664298158932,29.5,898.24,37.3,146.34,1.0,1.0,0.76,0.75,10.2,10.26,0.37,-1.31,2.5,0.37,-1.31,2.5
1233,1664298159216,29.5,898.26,37.11,146.34,1.0,1.0,1.12,-0.71,8.07,8.18,-1.81,-0.06,-0.69,-1.81,-0.06,-0.69
1234,1664298159510,29.5,898.3,36.73,146.34,1.0,1.0,1.34,-0.35,8.22,8.34,-2.31,-0.81,0.06,-2.31,-0.81,0.06
1235,1664298159784,29.5,898.32,36.55,146.34,1.0,1.0,1.65,-0.41,9.2,9.36,-1.19,2.0,2.62,-1.19,2.0,2.62
1236,1664298160067,29.51,898.36,36.17,146.34,1.0,1.0,1.16,-0.29,9.06,9.14,0.69,-0.06,-0.88,0.69,-0.06,-0.88
1237,1664298160352,29.51,898.37,36.08,146.34,1.0,1.0,1.74,-1.32,8.51,8.79,-0.37,0.37,2.56,-0.37,0.37,2.56
1238,1664298160636,29.51,898.39,35.89,146.34,1.0,1.0,1.7,-0.46,9.52,9.68,-1.19,-2.69,0.81,-1.19,-2.69,0.81
1239,1664298160912,29.51,898.44,35.42,146.34,1.0,1.0,3.07,-0.61,10.05,10.53,2.31,3.75,2.81,2.31,3.75,2.81
1240,1664298161190,29.51,898.48,35.04,146.34,1.0,1.0,0.24,-0.24,9.07,9.08,-0.44,-0.19,0.62,-0.44,-0.19,0.62
1241,1664298161480,29.51,898.51,34.76,146.34,1.0,1.0,1.65,-0.3,8.29,8.46,3.87,1.56,-1.94,6.12,0.5,0.5
1242,1664298161757,29.51,898.54,34.48,146.34,1.0,1.0,0.56,-0.54,8.62,8.66,2.56,1.56,-0.88,6.69,-0.25,0.0
1243,1664298162034,29.51,898.54,34.48,146.34,1.0,1.0,0.87,1.2,8.87,8.99,1.87,-0.13,1.12,1.87,-0.13,1.12
1244,1664298162309,29.52,898.58,34.11,146.34,1.0,1.0,1.23,1.1,10.8,10.93,2.62,1.25,-2.25,2.62,1.25,-2.25
1245,1664298162602,29.51,898.62,33.73,146.34,1.0,1.0,1.09,-0.95,9.61,9.72,4.44,-1.81,0.31,4.44,-1.81,0.31
1246,1664298162889,29.51,898.66,33.36,146.34,1.0,1.0,-1.62,0.0,7.21,7.39,-3.25,0.31,0.56,-3.25,0.31,0.56
1247,1664298163172,29.52,898.68,33.17,146.34,1.0,1.0,0.31,-0.55,7.57,7.6,-1.75,1.31,-2.19,-1.75,1.31,-2.19
1248,1664298163459,29.52,898.7,32.98,146.34,1.0,1.0,1.27,0.65,10.47,10.57,-2.37,-1.44,-0.37,-2.37,-1.44,-0.37
1249,1664298163738,29.51,898.73,32.7,146.34,1.0,1.0,1.38,0.06,8.45,8.56,-2.62,-3.0,-0.44,-2.62,-3.0,-0.44
1250,1664298164007,29.51,898.8,32.04,146.34,1.0,1.0,0.01,0.43,7.66,7.67,2.56,3.87,1.56,2.56,3.87,1.56
1251,1664298164313,29.52,898.84,31.67,146.34,1.0,1.0,2.82,-0.95,10.67,11.08,12.06,-0.19,0.19,12.06,-0.19,0.19
1252,1664298164595,29.51,898.83,31.76,146.34,1.0,1.0,-0.24,-0.85,7.75,7.8,2.25,-0.31,-0.31,2.25,-0.31,-0.31
1253,1664298164865,29.51,898.88,31.29,146.34,1.0,1.0,0.75,0.69,8.66,8.72,2.44,0.0,4.12,2.44,0.0,4.12
1254,1664298165137,29.51,898.91,31.01,146.34,1.0,1.0,0.39,0.75,7.92,7.96,1.81,1.06,-1.69,1.81,1.06,-1.69
1255,1664298165428,29.51,898.94,30.73,146.34,1.0,1.0,1.72,0.99,8.99,9.21,8.75,1.0,-3.94,8.75,1.0,-3.94
1256,1664298165702,29.51,898.96,30.54,146.34,1.0,1.0,0.82,1.24,9.85,9.96,3.19,0.94,-2.06,4.5,0.62,0.69
1257,1664298165979,29.51,899.03,29.89,146.34,1.0,1.0,3.03,-0.5,9.82,10.29,0.13,-0.25,1.87,0.13,-0.25,1.87
1258,1664298166260,29.51,899.01,30.07,146.34,1.0,1.0,1.9,1.52,10.44,10.72,-1.19,0.44,0.94,-1.19,0.44,0.94
1259,1664298166547,29.51,899.07,29.51,146.34,1.0,1.0,1.17,1.9,11.49,11.7,-10.31,1.37,-0.44,-10.31,1.37,-0.44
1260,1664298166840,29.51,899.1,29.23,146.34,1.0,1.0,2.39,0.58,10.65,10.93,-4.87,-4.37,0.75,-4.87,-4.37,0.75
1261,1664298167124,29.52,899.13,28.95,146.34,1.0,1.0,0.16,-0.06,7.59,7.59,-19.12,-2.62,2.37,-19.12,-2.62,2.37
1262,1664298167416,29.51,899.15,28.76,146.34,1.0,1.0,0.65,0.54,9.12,9.16,-13.38,2.31,1.37,-10.38,0.69,2.12
1263,1664298167691,29.52,899.17,28.57,146.34,1.0,1.0,1.06,1.02,8.64,8.76,-7.5,-1.87,2.12,-7.5,-1.87,2.12
1264,1664298168022,29.52,899.2,28.29,146.34,1.0,1.0,0.51,1.57,9.58,9.72,-8.25,-1.06,0.56,-4.87,-1.81,1.56
1265,1664298168302,29.52,899.2,28.29,146.34,1.0,1.0,-0.22,0.12,6.33,6.33,-22.75,0.0,1.81,-25.88,-1.81,4.94
1266,1664298168577,29.52,899.31,27.26,146.34,1.0,1.0,1.18,1.17,10.08,10.22,1.62,6.62,1.19,1.62,6.62,1.19
1267,1664298168863,29.52,899.28,27.54,146.34,1.0,1.0,0.6,1.39,9.19,9.31,7.0,-0.44,-2.12,7.0,-0.44,-2.12
1268,1664298169142,29.52,899.33,27.07,146.34,1.0,1.0,2.35,-0.52,9.83,10.12,18.69,6.25,0.62,18.69,6.25,0.62
1269,1664298169432,29.52,899.38,26.6,146.34,1.0,1.0,3.15,-0.18,10.42,10.89,12.31,-5.81,-2.87,9.75,-1.31,1.37
1270,1664298169713,29.52,899.39,26.51,146.34,1.0,1.0,2.62,-1.51,9.96,10.41,8.19,-3.37,-3.5,9.5,-1.75,1.87
1271,1664298170001,29.52,899.46,25.85,146.34,1.0,1.0,1.91,0.49,10.47,10.65,-0.06,-1.25,-0.37,-0.06,-1.25,-0.37
1272,1664298170285,29.52,899.5,25.48,146.34,1.0,1.0,1.78,-0.66,7.93,8.15,-2.5,1.87,-1.5,-2.5,1.87,-1.5
1273,1664298170577,29.52,899.5,25.48,146.34,1.0,1.0,2.52,-0.59,11.41,11.7,1.44,-2.0,-2.0,1.44,-2.0,-2.0
1274,1664298170853,29.52,899.54,25.1,146.34,1.0,1.0,1.35,0.09,8.98,9.08,1.56,-0.88,-1.25,-0.81,-0.88,0.31
1275,1664298171135,29.52,899.58,24.73,146.34,1.0,1.0,1.08,0.8,9.98,10.07,-1.87,-2.37,0.37,-1.87,-2.37,0.37
1276,1664298171412,29.52,899.6,24.54,146.34,1.0,1.0,1.63,0.98,9.61,9.8,20.31,-1.06,-3.0,20.31,-1.06,-3.0
1277,1664298171695,29.52,899.66,23.98,146.34,1.0,1.0,2.09,-0.62,8.04,8.33,17.75,0.31,-3.62,17.75,0.31,-3.62
1278,1664298172004,29.51,899.64,24.17,146.34,1.0,1.0,2.54,0.32,10.51,10.82,8.81,0.19,-3.5,3.25,2.5,2.62
1279,1664298172279,29.51,899.7,23.61,146.34,1.0,1.0,2.21,0.39,9.51,9.77,4.56,3.0,-1.0,4.56,3.0,-1.0
1280,1664298172560,29.51,899.7,23.61,146.34,1.0,1.0,2.6,0.05,11.15,11.45,-1.25,0.31,0.75,0.19,-2.12,-0.06
1281,1664298172836,29.52,899.8,22.67,146.34,1.0,1.0,1.2,0.58,10.59,10.67,3.37,1.56,0.62,3.37,1.56,0.62
1282,1664298173122,29.52,899.82,22.48,146.34,1.0,1.0,1.35,0.9,8.97,9.12,-7.44,4.87,1.69,-7.44,4.87,1.69
1283,1664298173414,29.52,899.85,22.2,146.34,1.0,1.0,0.81,0.7,9.96,10.02,-6.69,4.19,-2.0,-6.69,4.19,-2.0
1284,1664298173697,29.51,899.87,22.01,146.34,1.0,1.0,1.72,-0.46,9.09,9.26,-9.25,-3.5,0.06,-9.25,-3.5,0.06
1285,1664298173981,29.51,899.91,21.64,146.34,1.0,1.0,0.74,-0.03,8.37,8.4,-6.19,-6.62,1.25,-9.0,-4.5,1.62
1286,1664298174253,29.51,899.94,21.36,146.34,1.0,1.0,1.92,0.6,8.97,9.19,-9.81,-9.25,3.12,-8.31,-8.81,2.62
1287,1664298174545,29.51,900.05,20.33,146.34,1.0,1.0,0.47,1.1,9.41,9.49,-6.5,-3.06,4.44,-6.5,-3.06,4.44
1288,1664298174822,29.51,900.01,20.7,146.34,1.0,1.0,2.48,0.79,8.86,9.23,3.56,-7.25,-3.19,3.56,-7.25,-3.19
1289,1664298175098,29.52,900.03,20.51,146.34,1.0,1.0,0.68,-0.42,8.98,9.02,9.06,4.87,-2.31,9.06,4.87,-2.31
1290,1664298175373,29.52,900.07,20.14,146.34,1.0,1.0,1.13,0.77,8.74,8.85,5.69,4.81,-2.56,5.69,4.81,-2.56
1291,1664298175651,29.52,900.08,20.04,146.34,1.0,1.0,2.59,0.14,8.4,8.79,-2.06,0.62,3.37,-2.06,0.62,3.37
1292,1664298175936,29.52,900.15,19.39,146.34,1.0,1.0,1.05,1.63,11.09,11.26,-2.06,3.81,-0.75,0.0,4.5,2.44
1293,1664298176220,29.52,900.18,19.11,146.34,1.0,1.0,1.01,-0.24,8.13,8.2,-4.5,-2.62,2.37,-4.5,-2.62,2.37
1294,1664298176502,29.52,900.22,18.73,146.34,1.0,1.0,1.36,0.18,8.43,8.54,-15.75,-5.06,0.94,-11.88,-4.87,5.75
1295,1664298176799,29.52,900.27,18.26,146.34,1.0,1.0,0.97,-0.18,7.49,7.55,-6.06,5.75,2.25,-4.31,-0.75,-0.44
1296,1664298177096,29.52,900.29,18.08,146.34,1.0,1.0,1.18,-0.13,7.17,7.27,-12.31,6.06,0.25,-12.31,6.06,0.25
1297,1664298177371,29.52,900.35,17.52,146.34,1.0,1.0,0.98,0.15,10.05,10.1,-9.63,0.75,0.5,-9.63,0.75,0.5
